,Technologies,Error Type,Value
116,Ads - AdRoll,alt_area_missing,0.06256610528028639
117,Ads - AdRoll,alt_input_missing,0.06476283459441869
118,Ads - AdRoll,alt_link_missing,6.434382881783419
119,Ads - AdRoll,alt_map_missing,0.024896265560165973
120,Ads - AdRoll,alt_missing,6.955170449922708
121,Ads - AdRoll,alt_spacer_missing,1.3130746074363355
122,Ads - AdRoll,aria_reference_broken,0.9056219998372793
123,Ads - AdRoll,blink,0.0005695224147750387
124,Ads - AdRoll,button_empty,1.1708567244325117
125,Ads - AdRoll,heading_empty,0.5184281181352209
126,Ads - AdRoll,label_empty,0.4508990318118949
127,Ads - AdRoll,label_missing,3.303799528109999
128,Ads - AdRoll,label_multiple,0.3509885281913595
129,Ads - AdRoll,language_missing,0.28834106256610526
130,Ads - AdRoll,link_empty,7.958587584411358
131,Ads - AdRoll,link_skip_broken,0.025872589699780325
132,Ads - AdRoll,longdesc_invalid,0.008461475876657716
133,Ads - AdRoll,marquee,0.007159710357171914
134,Ads - AdRoll,meta_refresh,0.00244081034903588
135,Ads - AdRoll,server_image_map,0.0
136,Ads - AdRoll,th_empty,0.049873891465299816
137,Ads - AdRoll,title_invalid,0.007241070702139777
138,Ads - VigLink,contrast,82.66359555870541
139,Ads - VigLink,alt_area_missing,0.0392156862745098
140,Ads - VigLink,alt_input_missing,0.07961256791873376
141,Ads - VigLink,alt_link_missing,25.70198440822112
142,Ads - VigLink,alt_map_missing,0.02303330970942594
143,Ads - VigLink,alt_missing,9.285613040396882
144,Ads - VigLink,alt_spacer_missing,1.396645405150012
145,Ads - VigLink,aria_reference_broken,0.07784077486416253
146,Ads - VigLink,blink,0.003661705646113867
147,Ads - VigLink,button_empty,0.27923458540042523
148,Ads - VigLink,heading_empty,0.2877391920623671
149,Ads - VigLink,label_empty,0.086227261989133
150,Ads - VigLink,label_missing,2.013111268603827
151,Ads - VigLink,label_multiple,0.08551854476730451
152,Ads - VigLink,language_missing,0.3613276635955587
153,Ads - VigLink,link_empty,5.589534609024333
154,Ads - VigLink,link_skip_broken,0.019489723600283487
155,Ads - VigLink,longdesc_invalid,0.009213323883770375
156,Ads - VigLink,marquee,0.025277580911882827
157,Ads - VigLink,meta_refresh,0.002834868887313962
158,Ads - VigLink,server_image_map,0.0
159,Ads - VigLink,th_empty,0.04571226080793763
160,Ads - VigLink,title_invalid,0.0074415308291991495
161,Ads - Yandex.Direct,contrast,57.07326804497642
162,Ads - Yandex.Direct,alt_area_missing,0.04298150163220892
163,Ads - Yandex.Direct,alt_input_missing,0.1151614073268045
164,Ads - Yandex.Direct,alt_link_missing,10.874501269495829
165,Ads - Yandex.Direct,alt_map_missing,0.03373231773667029
166,Ads - Yandex.Direct,alt_missing,9.55114254624592
167,Ads - Yandex.Direct,alt_spacer_missing,2.224519405150526
168,Ads - Yandex.Direct,aria_reference_broken,0.3228146536089953
169,Ads - Yandex.Direct,blink,0.002720348204570185
170,Ads - Yandex.Direct,button_empty,0.72506347479144
171,Ads - Yandex.Direct,heading_empty,0.20311933260790715
172,Ads - Yandex.Direct,label_empty,0.17174464998186434
173,Ads - Yandex.Direct,label_missing,3.0527747551686617
174,Ads - Yandex.Direct,label_multiple,0.06365614798694233
175,Ads - Yandex.Direct,language_missing,0.48676097207109176
176,Ads - Yandex.Direct,link_empty,7.661044613710555
177,Ads - Yandex.Direct,link_skip_broken,0.00671019223793979
178,Ads - Yandex.Direct,longdesc_invalid,0.020674646354733407
179,Ads - Yandex.Direct,marquee,0.02176278563656148
180,Ads - Yandex.Direct,meta_refresh,0.007072905331882481
181,Ads - Yandex.Direct,server_image_map,0.0
182,Ads - Yandex.Direct,th_empty,0.10972071091766412
183,Ads - Yandex.Direct,title_invalid,0.008705114254624592
184,ReCAPTCHA,contrast,42.03754306066445
185,ReCAPTCHA,alt_area_missing,0.03777661003094529
186,ReCAPTCHA,alt_input_missing,0.033202934937038985
187,ReCAPTCHA,alt_link_missing,6.805511765049338
188,ReCAPTCHA,alt_map_missing,0.00759035441116366
189,ReCAPTCHA,alt_missing,5.456102450322104
190,ReCAPTCHA,alt_spacer_missing,0.6070726533154279
191,ReCAPTCHA,aria_reference_broken,0.9812576633385882
192,ReCAPTCHA,blink,0.0002919367081216792
193,ReCAPTCHA,button_empty,1.4209338082170453
194,ReCAPTCHA,heading_empty,0.4879040890601584
195,ReCAPTCHA,label_empty,0.3761701796383877
196,ReCAPTCHA,label_missing,4.480527821568284
197,ReCAPTCHA,label_multiple,0.3387828185516047
198,ReCAPTCHA,language_missing,0.2054261302816216
199,ReCAPTCHA,link_empty,10.39810435764193
200,ReCAPTCHA,link_skip_broken,0.01771082695938187
201,ReCAPTCHA,longdesc_invalid,0.01008154765380199
202,ReCAPTCHA,marquee,0.00589712150405792
203,ReCAPTCHA,meta_refresh,0.0034837780502520385
204,ReCAPTCHA,server_image_map,0.0
205,ReCAPTCHA,th_empty,0.04634008680251455
206,ReCAPTCHA,title_invalid,0.009361437107101847
207,CMS - Blogger,contrast,124.36085024739978
208,CMS - Blogger,alt_area_missing,0.017166515197414925
209,CMS - Blogger,alt_input_missing,0.026860547308896292
210,CMS - Blogger,alt_link_missing,45.58633747349288
211,CMS - Blogger,alt_map_missing,0.008482278097546198
212,CMS - Blogger,alt_missing,11.780723013228314
213,CMS - Blogger,alt_spacer_missing,0.7864788447945067
214,CMS - Blogger,aria_reference_broken,0.02983944259315359
215,CMS - Blogger,blink,0.001514692517418964
216,CMS - Blogger,button_empty,0.757750176714127
217,CMS - Blogger,heading_empty,0.2794102797132182
218,CMS - Blogger,label_empty,0.04024033121276381
219,CMS - Blogger,label_missing,1.3368676158739776
220,CMS - Blogger,label_multiple,0.013228314652125619
221,CMS - Blogger,language_missing,0.5676057760274664
222,CMS - Blogger,link_empty,6.383823083913965
223,CMS - Blogger,link_skip_broken,0.013076845400383723
224,CMS - Blogger,longdesc_invalid,0.0014137130162576996
225,CMS - Blogger,marquee,0.030293850348379277
226,CMS - Blogger,meta_refresh,0.001969100272644653
227,CMS - Blogger,server_image_map,0.0
228,CMS - Blogger,th_empty,0.007977380591739877
229,CMS - Blogger,title_invalid,0.0007068565081288498
230,CMS - Elementor,contrast,30.34103277300762
231,CMS - Elementor,alt_area_missing,0.02793566332083686
232,CMS - Elementor,alt_input_missing,0.040996492925383966
233,CMS - Elementor,alt_link_missing,5.109082113919459
234,CMS - Elementor,alt_map_missing,0.013544564034345145
235,CMS - Elementor,alt_missing,3.2529931067843756
236,CMS - Elementor,alt_spacer_missing,0.8880154795017535
237,CMS - Elementor,aria_reference_broken,0.30825976538880157
238,CMS - Elementor,blink,0.0008465352521465716
239,CMS - Elementor,button_empty,0.7690168097714355
240,CMS - Elementor,heading_empty,0.45616156729955254
241,CMS - Elementor,label_empty,0.20957794171000121
242,CMS - Elementor,label_missing,1.7714354819204257
243,CMS - Elementor,label_multiple,0.21574555568992623
244,CMS - Elementor,language_missing,0.14548312976176078
245,CMS - Elementor,link_empty,5.3932760914258076
246,CMS - Elementor,link_skip_broken,0.01693070504293143
247,CMS - Elementor,longdesc_invalid,0.007739750876768654
248,CMS - Elementor,marquee,0.012456161567299553
249,CMS - Elementor,meta_refresh,0.002176804934091184
250,CMS - Elementor,server_image_map,0.0
251,CMS - Elementor,th_empty,0.02261458459305841
252,CMS - Elementor,title_invalid,0.018744709154674084
253,CMS - 1C-Bitrix,contrast,46.430421172453045
254,CMS - 1C-Bitrix,alt_area_missing,0.026465566306203756
255,CMS - 1C-Bitrix,alt_input_missing,0.052788844621513946
256,CMS - 1C-Bitrix,alt_link_missing,9.738616960728514
257,CMS - 1C-Bitrix,alt_map_missing,0.006829823562891292
258,CMS - 1C-Bitrix,alt_missing,7.35486624928856
259,CMS - 1C-Bitrix,alt_spacer_missing,0.4474957313602732
260,CMS - 1C-Bitrix,aria_reference_broken,1.8599886169607285
261,CMS - 1C-Bitrix,blink,0.00042686397268070576
262,CMS - 1C-Bitrix,button_empty,1.9766647694934547
263,CMS - 1C-Bitrix,heading_empty,0.3594194649971542
264,CMS - 1C-Bitrix,label_empty,0.5515082527034718
265,CMS - 1C-Bitrix,label_missing,7.410500853727945
266,CMS - 1C-Bitrix,label_multiple,0.19749573136027318
267,CMS - 1C-Bitrix,language_missing,0.4396698918611269
268,CMS - 1C-Bitrix,link_empty,14.548520204894707
269,CMS - 1C-Bitrix,link_skip_broken,0.0
270,CMS - 1C-Bitrix,longdesc_invalid,0.0008537279453614115
271,CMS - 1C-Bitrix,marquee,0.007541263517359135
272,CMS - 1C-Bitrix,meta_refresh,0.00199203187250996
273,CMS - 1C-Bitrix,server_image_map,0.0
274,CMS - 1C-Bitrix,th_empty,0.05036994877632328
275,CMS - 1C-Bitrix,title_invalid,0.015651678998292545
276,CMS - Drupal,contrast,33.3736847006239
277,CMS - Drupal,alt_area_missing,0.03280876555855604
278,CMS - Drupal,alt_input_missing,0.03935810286494708
279,CMS - Drupal,alt_link_missing,7.751466617003445
280,CMS - Drupal,alt_map_missing,0.007511562218704411
281,CMS - Drupal,alt_missing,3.699196076605519
282,CMS - Drupal,alt_spacer_missing,0.21718347456311884
283,CMS - Drupal,aria_reference_broken,0.8890337399509576
284,CMS - Drupal,blink,0.0001241580532017258
285,CMS - Drupal,button_empty,1.619641804016513
286,CMS - Drupal,heading_empty,0.49678741037340535
287,CMS - Drupal,label_empty,0.1556321196883633
288,CMS - Drupal,label_missing,1.4801812707576745
289,CMS - Drupal,label_multiple,0.3060806406555545
290,CMS - Drupal,language_missing,0.19610764503212588
291,CMS - Drupal,link_empty,7.346214731353013
292,CMS - Drupal,link_skip_broken,0.16093987646273705
293,CMS - Drupal,longdesc_invalid,0.02504888723344818
294,CMS - Drupal,marquee,0.004469689915262129
295,CMS - Drupal,meta_refresh,0.005400875314275072
296,CMS - Drupal,server_image_map,0.0
297,CMS - Drupal,th_empty,0.032591488965453025
298,CMS - Drupal,title_invalid,0.001179501505416395
299,CMS - Joomla,contrast,31.643216788141263
300,CMS - Joomla,alt_area_missing,0.032463645646280063
301,CMS - Joomla,alt_input_missing,0.05277983169606704
302,CMS - Joomla,alt_link_missing,4.62078800042252
303,CMS - Joomla,alt_map_missing,0.008344776592373508
304,CMS - Joomla,alt_missing,3.3969578535967044
305,CMS - Joomla,alt_spacer_missing,0.39614802295693813
306,CMS - Joomla,aria_reference_broken,0.08439843667476497
307,CMS - Joomla,blink,0.0007042005563184395
308,CMS - Joomla,button_empty,0.5458610612302384
309,CMS - Joomla,heading_empty,0.33241787261011935
310,CMS - Joomla,label_empty,0.11830569346149783
311,CMS - Joomla,label_missing,1.7812753072074927
312,CMS - Joomla,label_multiple,0.09337699376782507
313,CMS - Joomla,language_missing,0.07605366008239146
314,CMS - Joomla,link_empty,6.3301292208020845
315,CMS - Joomla,link_skip_broken,0.010386958205696982
316,CMS - Joomla,longdesc_invalid,0.06770888349001795
317,CMS - Joomla,marquee,0.012429139819020458
318,CMS - Joomla,meta_refresh,0.002535122002746382
319,CMS - Joomla,server_image_map,0.0
320,CMS - Joomla,th_empty,0.015492412239005668
321,CMS - Joomla,title_invalid,0.0034153726981444314
322,CMS - Rocket,contrast,44.07293201431278
323,CMS - Rocket,alt_area_missing,0.017364765312565776
324,CMS - Rocket,alt_input_missing,0.006630183119343296
325,CMS - Rocket,alt_link_missing,5.442959376973269
326,CMS - Rocket,alt_map_missing,0.00431488107766786
327,CMS - Rocket,alt_missing,2.6895390444117027
328,CMS - Rocket,alt_spacer_missing,0.3938118290886129
329,CMS - Rocket,aria_reference_broken,0.7365817722584719
330,CMS - Rocket,blink,0.0
331,CMS - Rocket,button_empty,1.075036834350663
332,CMS - Rocket,heading_empty,0.40801936434434855
333,CMS - Rocket,label_empty,0.3838139339086508
334,CMS - Rocket,label_missing,2.5558829720058935
335,CMS - Rocket,label_multiple,0.3272995158913913
336,CMS - Rocket,language_missing,0.030309408545569353
337,CMS - Rocket,link_empty,11.34740054725321
338,CMS - Rocket,link_skip_broken,0.011892233214060199
339,CMS - Rocket,longdesc_invalid,0.0006314460113660282
340,CMS - Rocket,marquee,0.0022100610397810987
341,CMS - Rocket,meta_refresh,0.006314460113660282
342,CMS - Rocket,server_image_map,0.0
343,CMS - Rocket,th_empty,0.01978530835613555
344,CMS - Rocket,title_invalid,0.0022100610397810987
345,CMS - Squarespace,contrast,18.21821442805899
346,CMS - Squarespace,alt_area_missing,0.02411319250697489
347,CMS - Squarespace,alt_input_missing,0.03318055001992826
348,CMS - Squarespace,alt_link_missing,2.0944599442008767
349,CMS - Squarespace,alt_map_missing,0.01145874850538063
350,CMS - Squarespace,alt_missing,3.5255081705858906
351,CMS - Squarespace,alt_spacer_missing,0.7031685930649662
352,CMS - Squarespace,aria_reference_broken,0.007971303308090873
353,CMS - Squarespace,blink,0.0006974890394579514
354,CMS - Squarespace,button_empty,0.7722200079713033
355,CMS - Squarespace,heading_empty,0.1828417696293344
356,CMS - Squarespace,label_empty,0.18712634515743323
357,CMS - Squarespace,label_missing,0.7970306895177361
358,CMS - Squarespace,label_multiple,0.1293343961737744
359,CMS - Squarespace,language_missing,0.11279394180948585
360,CMS - Squarespace,link_empty,5.864188919888401
361,CMS - Squarespace,link_skip_broken,0.0020924671183738543
362,CMS - Squarespace,longdesc_invalid,0.006377042646472699
363,CMS - Squarespace,marquee,0.00657632522917497
364,CMS - Squarespace,meta_refresh,0.0015942606616181746
365,CMS - Squarespace,server_image_map,0.0
366,CMS - Squarespace,th_empty,0.01315265045834994
367,CMS - Squarespace,title_invalid,0.006974890394579514
368,CMS - TYPO3 CMS,contrast,31.26994520914072
369,CMS - TYPO3 CMS,alt_area_missing,0.029132700788453827
370,CMS - TYPO3 CMS,alt_input_missing,0.04677268475210477
371,CMS - TYPO3 CMS,alt_link_missing,6.6351730589335824
372,CMS - TYPO3 CMS,alt_map_missing,0.006548175865294668
373,CMS - TYPO3 CMS,alt_missing,3.269945209140719
374,CMS - TYPO3 CMS,alt_spacer_missing,0.1289589736736603
375,CMS - TYPO3 CMS,aria_reference_broken,1.1761325671522116
376,CMS - TYPO3 CMS,blink,0.0006681812107443538
377,CMS - TYPO3 CMS,button_empty,1.4296405185086196
378,CMS - TYPO3 CMS,heading_empty,0.47681411198717094
379,CMS - TYPO3 CMS,label_empty,0.255378858746492
380,CMS - TYPO3 CMS,label_missing,2.3596151276226114
381,CMS - TYPO3 CMS,label_multiple,0.22651343044233596
382,CMS - TYPO3 CMS,language_missing,0.08419083255378859
383,CMS - TYPO3 CMS,link_empty,8.660029399973272
384,CMS - TYPO3 CMS,link_skip_broken,0.00855271949752773
385,CMS - TYPO3 CMS,longdesc_invalid,0.00841908325537886
386,CMS - TYPO3 CMS,marquee,0.003073633569424028
387,CMS - TYPO3 CMS,meta_refresh,0.0014699986636375784
388,CMS - TYPO3 CMS,server_image_map,0.0
389,CMS - TYPO3 CMS,th_empty,0.08819991981825472
390,CMS - TYPO3 CMS,title_invalid,0.004944540959508218
391,CMS - Weebly,contrast,23.59850963286078
392,CMS - Weebly,alt_area_missing,0.027081061432206472
393,CMS - Weebly,alt_input_missing,0.06397673573246092
394,CMS - Weebly,alt_link_missing,3.911668484187568
395,CMS - Weebly,alt_map_missing,0.019447473645946928
396,CMS - Weebly,alt_missing,5.414940021810251
397,CMS - Weebly,alt_spacer_missing,1.3725917848055254
398,CMS - Weebly,aria_reference_broken,0.005089058524173028
399,CMS - Weebly,blink,0.001272264631043257
400,CMS - Weebly,button_empty,0.23227917121046893
401,CMS - Weebly,heading_empty,0.2010178117048346
402,CMS - Weebly,label_empty,0.47946201381315884
403,CMS - Weebly,label_missing,1.148491457651763
404,CMS - Weebly,label_multiple,0.06670301708469648
405,CMS - Weebly,language_missing,0.29571065067248276
406,CMS - Weebly,link_empty,4.089058524173028
407,CMS - Weebly,link_skip_broken,0.004180298073427844
408,CMS - Weebly,longdesc_invalid,0.011813885859687387
409,CMS - Weebly,marquee,0.01653944020356234
410,CMS - Weebly,meta_refresh,0.0030897855325336242
411,CMS - Weebly,server_image_map,0.0
412,CMS - Weebly,th_empty,0.021628498727735368
413,CMS - Weebly,title_invalid,0.004907306434023991
414,CMS - Wix,contrast,24.110299358517462
415,CMS - Wix,alt_area_missing,0.025837491090520314
416,CMS - Wix,alt_input_missing,0.05880256593014968
417,CMS - Wix,alt_link_missing,2.9071632216678545
418,CMS - Wix,alt_map_missing,0.01870990734141126
419,CMS - Wix,alt_missing,3.161617961511048
420,CMS - Wix,alt_spacer_missing,1.1425516749821811
421,CMS - Wix,aria_reference_broken,0.0032074126870990736
422,CMS - Wix,blink,0.0012473271560940842
423,CMS - Wix,button_empty,0.20883820384889523
424,CMS - Wix,heading_empty,0.38720598717034926
425,CMS - Wix,label_empty,0.10727013542409124
426,CMS - Wix,label_missing,1.248039914468995
427,CMS - Wix,label_multiple,0.01300784034212402
428,CMS - Wix,language_missing,0.20135424091233073
429,CMS - Wix,link_empty,1.6609052031361369
430,CMS - Wix,link_skip_broken,0.0037419814682822525
431,CMS - Wix,longdesc_invalid,0.011404133998574484
432,CMS - Wix,marquee,0.01158232359230221
433,CMS - Wix,meta_refresh,0.0026728439059158947
434,CMS - Wix,server_image_map,0.0
435,CMS - Wix,th_empty,0.021026372059871703
436,CMS - Wix,title_invalid,0.004454739843193158
437,CMS - WordPress,contrast,38.27400921718062
438,CMS - WordPress,alt_area_missing,0.025170979341465134
439,CMS - WordPress,alt_input_missing,0.013431573009941479
440,CMS - WordPress,alt_link_missing,6.30880759936672
441,CMS - WordPress,alt_map_missing,0.004425913225179953
442,CMS - WordPress,alt_missing,2.5779742713748215
443,CMS - WordPress,alt_spacer_missing,0.29208463397281
444,CMS - WordPress,aria_reference_broken,0.4462512739323005
445,CMS - WordPress,blink,0.00017626736233519
446,CMS - WordPress,button_empty,0.7311153557716344
447,CMS - WordPress,heading_empty,0.41003954798638576
448,CMS - WordPress,label_empty,0.163765199053925
449,CMS - WordPress,label_missing,1.8672354226891348
450,CMS - WordPress,label_multiple,0.1518142718875991
451,CMS - WordPress,language_missing,0.057584944844339896
452,CMS - WordPress,link_empty,8.50159922570555
453,CMS - WordPress,link_skip_broken,0.01754981956631819
454,CMS - WordPress,longdesc_invalid,0.0016120451500836468
455,CMS - WordPress,marquee,0.005182260452654587
456,CMS - WordPress,meta_refresh,0.0029003993256972176
457,CMS - WordPress,server_image_map,0.0
458,CMS - WordPress,th_empty,0.01894713902046624
459,CMS - WordPress,title_invalid,0.012566260503932364
460,Frameworks - Angular,contrast,38.592476069348685
461,Frameworks - Angular,alt_area_missing,0.014324921346810363
462,Frameworks - Angular,alt_input_missing,0.012249815918066806
463,Frameworks - Angular,alt_link_missing,5.02684249280407
464,Frameworks - Angular,alt_map_missing,0.0036816386638998592
465,Frameworks - Angular,alt_missing,9.573800120489993
466,Frameworks - Angular,alt_spacer_missing,0.37559408260258387
467,Frameworks - Angular,aria_reference_broken,1.0333355646294933
468,Frameworks - Angular,blink,6.693888479817926e-05
469,Frameworks - Angular,button_empty,1.9281745766115537
470,Frameworks - Angular,heading_empty,0.6529218823214405
471,Frameworks - Angular,label_empty,0.33623401834125444
472,Frameworks - Angular,label_missing,3.3735189771738403
473,Frameworks - Angular,label_multiple,0.346140973291385
474,Frameworks - Angular,language_missing,0.3515630229600375
475,Frameworks - Angular,link_empty,9.16031862909164
476,Frameworks - Angular,link_skip_broken,0.02262534306178459
477,Frameworks - Angular,longdesc_invalid,0.0016065332351563022
478,Frameworks - Angular,marquee,0.0052881718990561615
479,Frameworks - Angular,meta_refresh,0.0036816386638998592
480,Frameworks - Angular,server_image_map,0.0
481,Frameworks - Angular,th_empty,0.10034138831247072
482,Frameworks - Angular,title_invalid,0.007965727290983332
483,Frameworks - Backbone.js,contrast,40.120777846370935
484,Frameworks - Backbone.js,alt_area_missing,0.04427198165623071
485,Frameworks - Backbone.js,alt_input_missing,0.0210776964458947
486,Frameworks - Backbone.js,alt_link_missing,5.759105741247024
487,Frameworks - Backbone.js,alt_map_missing,0.021342270041449864
488,Frameworks - Backbone.js,alt_missing,5.669635770350119
489,Frameworks - Backbone.js,alt_spacer_missing,0.5166681365199753
490,Frameworks - Backbone.js,aria_reference_broken,0.46684010935708614
491,Frameworks - Backbone.js,blink,0.0003968603933327454
492,Frameworks - Backbone.js,button_empty,1.211438398447835
493,Frameworks - Backbone.js,heading_empty,0.5276038451362554
494,Frameworks - Backbone.js,label_empty,0.28375518123291293
495,Frameworks - Backbone.js,label_missing,2.4620777846370934
496,Frameworks - Backbone.js,label_multiple,0.2420848399329747
497,Frameworks - Backbone.js,language_missing,0.25844430725813566
498,Frameworks - Backbone.js,link_empty,11.575976717523591
499,Frameworks - Backbone.js,link_skip_broken,0.022356468824411325
500,Frameworks - Backbone.js,longdesc_invalid,0.00414498633036423
501,Frameworks - Backbone.js,marquee,0.005203280712584884
502,Frameworks - Backbone.js,meta_refresh,0.005070993914807302
503,Frameworks - Backbone.js,server_image_map,0.0
504,Frameworks - Backbone.js,th_empty,0.03928917893994179
505,Frameworks - Backbone.js,title_invalid,0.01882882088367581
506,Frameworks - Handlebars,contrast,38.86123995557588
507,Frameworks - Handlebars,alt_area_missing,0.10524596589795518
508,Frameworks - Handlebars,alt_input_missing,0.03691121709022016
509,Frameworks - Handlebars,alt_link_missing,6.640491278500033
510,Frameworks - Handlebars,alt_map_missing,0.014829816423858366
511,Frameworks - Handlebars,alt_missing,7.3553276278826685
512,Frameworks - Handlebars,alt_spacer_missing,0.7237865029071666
513,Frameworks - Handlebars,aria_reference_broken,1.3043052198340628
