,Technologies,Alert Type,Value
57,Ads - DoubleClick,link_redundant,25.9538903605262
58,Ads - DoubleClick,link_suspicious,2.0718059234648827
59,Ads - DoubleClick,link_word,0.004100630060312187
60,Ads - DoubleClick,noscript,3.5464164384381687
61,Ads - DoubleClick,plugin,0.044657956569239286
62,Ads - DoubleClick,tabindex,0.9963633098370224
63,Ads - DoubleClick,table_caption_possible,0.012780795881410977
64,Ads - DoubleClick,text_small,2.689624208683159
65,Ads - DoubleClick,title_redundant,22.14130711324623
66,Ads - DoubleClick,underline,0.7084811206393391
67,Ads - DoubleClick,text_justified,2.900941349017495
68,Ads - Criteo,accesskey,0.1524594745667971
69,Ads - Criteo,alt_duplicate,1.6303335196571642
70,Ads - Criteo,alt_long,1.5742500465809577
71,Ads - Criteo,alt_redundant,3.678964039500652
72,Ads - Criteo,alt_suspicious,0.8407862865660518
73,Ads - Criteo,applet,0.0
74,Ads - Criteo,audio_video,0.014207192099869573
75,Ads - Criteo,event_handler,3.3194987888950998
76,Ads - Criteo,fieldset_missing,0.196618222470654
77,Ads - Criteo,flash,0.04052543320290665
78,Ads - Criteo,h1_missing,0.2554033910937209
79,Ads - Criteo,heading_missing,0.05626979690702441
80,Ads - Criteo,heading_possible,0.9117756661076952
81,Ads - Criteo,heading_skipped,1.594512763182411
82,Ads - Criteo,javascript_jumpmenu,0.11878144214645053
83,Ads - Criteo,label_orphaned,1.6063443264393515
84,Ads - Criteo,label_title,0.3132103596049935
85,Ads - Criteo,legend_missing,0.2738494503446991
86,Ads - Criteo,link_document,4.65809577044904e-05
87,Ads - Criteo,link_excel,0.0016303335196571642
88,Ads - Criteo,link_internal_broken,0.630799329234209
89,Ads - Criteo,link_pdf,0.19503446990870132
90,Ads - Criteo,link_powerpoint,0.0003726476616359232
91,Ads - Criteo,link_redundant,27.669461524128938
92,Ads - Criteo,link_suspicious,1.7880566424445687
93,Ads - Criteo,link_word,0.004471771939631079
94,Ads - Criteo,noscript,4.536566051798025
95,Ads - Criteo,plugin,0.049841624743804734
96,Ads - Criteo,tabindex,0.7195360536612633
97,Ads - Criteo,table_caption_possible,0.009968324948760947
98,Ads - Criteo,text_small,2.841950810508664
99,Ads - Criteo,title_redundant,27.496599590087573
100,Ads - Criteo,underline,0.9135457425004658
101,Ads - Criteo,text_justified,1.8938419973914664
102,Ads - Prebid,accesskey,0.2687613745851622
103,Ads - Prebid,alt_duplicate,0.9292366984262926
104,Ads - Prebid,alt_long,2.0562573600256933
105,Ads - Prebid,alt_redundant,3.121079113585269
106,Ads - Prebid,alt_suspicious,0.7501338186489669
107,Ads - Prebid,applet,0.0
108,Ads - Prebid,audio_video,0.023284444920244084
109,Ads - Prebid,event_handler,2.3605074403168826
110,Ads - Prebid,fieldset_missing,0.13949255968311744
111,Ads - Prebid,flash,0.05459800877850337
112,Ads - Prebid,h1_missing,0.30162723477143777
113,Ads - Prebid,heading_missing,0.05888020554544481
114,Ads - Prebid,heading_possible,0.46012204260785783
115,Ads - Prebid,heading_skipped,1.7800556685579703
116,Ads - Prebid,javascript_jumpmenu,0.10148806337651214
117,Ads - Prebid,label_orphaned,0.796274488812761
118,Ads - Prebid,label_title,0.2774328230382186
119,Ads - Prebid,legend_missing,0.4090033187024944
120,Ads - Prebid,link_document,5.352745958676801e-05
121,Ads - Prebid,link_excel,0.0012311315704956643
122,Ads - Prebid,link_internal_broken,0.3522642115405203
123,Ads - Prebid,link_pdf,0.17257252970774006
124,Ads - Prebid,link_powerpoint,0.0004282196766941441
125,Ads - Prebid,link_redundant,29.122310245155766
126,Ads - Prebid,link_suspicious,2.170110266566749
127,Ads - Prebid,link_word,0.004656888984048817
128,Ads - Prebid,noscript,5.444170859651001
129,Ads - Prebid,plugin,0.038325661064125896
130,Ads - Prebid,tabindex,1.4307354672947221
131,Ads - Prebid,table_caption_possible,0.005888020554544481
132,Ads - Prebid,text_small,2.378867358955144
133,Ads - Prebid,title_redundant,21.28567605181458
134,Ads - Prebid,underline,0.553527459586768
135,Ads - Prebid,text_justified,1.7242265282089713
136,Ads - AppNexus,accesskey,0.15538537549407114
137,Ads - AppNexus,alt_duplicate,1.3543725296442688
138,Ads - AppNexus,alt_long,1.6251852766798418
139,Ads - AppNexus,alt_redundant,2.923727766798419
140,Ads - AppNexus,alt_suspicious,0.8288043478260869
141,Ads - AppNexus,applet,0.0
142,Ads - AppNexus,audio_video,0.028223814229249012
143,Ads - AppNexus,event_handler,1.986227766798419
144,Ads - AppNexus,fieldset_missing,0.19657855731225296
145,Ads - AppNexus,flash,0.016860177865612648
146,Ads - AppNexus,h1_missing,0.27532114624505927
147,Ads - AppNexus,heading_missing,0.029767786561264824
148,Ads - AppNexus,heading_possible,0.7592020750988142
149,Ads - AppNexus,heading_skipped,1.5788661067193677
150,Ads - AppNexus,javascript_jumpmenu,0.11703310276679842
151,Ads - AppNexus,label_orphaned,1.2075716403162056
152,Ads - AppNexus,label_title,0.34937005928853754
153,Ads - AppNexus,legend_missing,0.30897974308300397
154,Ads - AppNexus,link_document,0.00012351778656126481
155,Ads - AppNexus,link_excel,0.0006793478260869565
156,Ads - AppNexus,link_internal_broken,0.6016551383399209
157,Ads - AppNexus,link_pdf,0.24400938735177866
158,Ads - AppNexus,link_powerpoint,0.0008646245059288538
159,Ads - AppNexus,link_redundant,24.86110424901186
160,Ads - AppNexus,link_suspicious,2.3213315217391304
161,Ads - AppNexus,link_word,0.0007411067193675889
162,Ads - AppNexus,noscript,4.792860671936759
163,Ads - AppNexus,plugin,0.025135869565217392
164,Ads - AppNexus,tabindex,1.7309165019762847
165,Ads - AppNexus,table_caption_possible,0.014142786561264822
166,Ads - AppNexus,text_small,2.17965662055336
167,Ads - AppNexus,title_redundant,23.101655138339922
168,Ads - AppNexus,underline,0.5545331027667985
169,Ads - AppNexus,text_justified,1.4562129446640317
170,Ads - AdRoll,accesskey,0.050199332845171266
171,Ads - AdRoll,alt_duplicate,1.8162069807175982
172,Ads - AdRoll,alt_long,0.3713286144333252
173,Ads - AdRoll,alt_redundant,1.848344316979904
174,Ads - AdRoll,alt_suspicious,0.9755918965096412
175,Ads - AdRoll,applet,0.0
176,Ads - AdRoll,audio_video,0.02074688796680498
177,Ads - AdRoll,event_handler,2.6797656822064924
178,Ads - AdRoll,fieldset_missing,0.13253600195264828
179,Ads - AdRoll,flash,0.059555772516475466
180,Ads - AdRoll,h1_missing,0.23667724351151248
181,Ads - AdRoll,heading_missing,0.07623464323488732
182,Ads - AdRoll,heading_possible,0.9993491172402571
183,Ads - AdRoll,heading_skipped,1.3396794402408265
184,Ads - AdRoll,javascript_jumpmenu,0.10536164673338215
185,Ads - AdRoll,label_orphaned,2.097144251891628
186,Ads - AdRoll,label_title,0.23439915385241233
187,Ads - AdRoll,legend_missing,0.13652265885607354
188,Ads - AdRoll,link_document,0.00016272068993572532
189,Ads - AdRoll,link_excel,0.002684891383939468
190,Ads - AdRoll,link_internal_broken,0.6578797494101375
191,Ads - AdRoll,link_pdf,0.37100317305345376
192,Ads - AdRoll,link_powerpoint,0.0006508827597429013
193,Ads - AdRoll,link_redundant,15.377430640305915
194,Ads - AdRoll,link_suspicious,1.449597266292409
195,Ads - AdRoll,link_word,0.00732243104710764
196,Ads - AdRoll,noscript,2.9440240826621107
197,Ads - AdRoll,plugin,0.022130013831258646
198,Ads - AdRoll,tabindex,0.5915710682613294
199,Ads - AdRoll,table_caption_possible,0.014726222439183142
200,Ads - AdRoll,text_small,1.56870881132536
201,Ads - AdRoll,title_redundant,13.712147099503701
202,Ads - AdRoll,underline,0.5387682043771865
203,Ads - AdRoll,text_justified,1.6018224717272802
204,Ads - VigLink,accesskey,0.5786676116229624
205,Ads - VigLink,alt_duplicate,0.9134183793999527
206,Ads - VigLink,alt_long,0.46739900779588944
207,Ads - VigLink,alt_redundant,1.57512402551382
208,Ads - VigLink,alt_suspicious,0.607016300496102
209,Ads - VigLink,applet,0.00023623907394283014
210,Ads - VigLink,audio_video,0.06886369005433499
211,Ads - VigLink,event_handler,4.000236239073943
212,Ads - VigLink,fieldset_missing,0.11670210252775809
213,Ads - VigLink,flash,0.16359555870540987
214,Ads - VigLink,h1_missing,0.32199385778407746
215,Ads - VigLink,heading_missing,0.10689818095913065
216,Ads - VigLink,heading_possible,0.20470115757146232
217,Ads - VigLink,heading_skipped,0.819867706118592
218,Ads - VigLink,javascript_jumpmenu,0.18639262934089298
219,Ads - VigLink,label_orphaned,0.31455232695487834
220,Ads - VigLink,label_title,0.40007087172218286
221,Ads - VigLink,legend_missing,0.11351287502952988
222,Ads - VigLink,link_document,0.00035435861091424523
223,Ads - VigLink,link_excel,0.0025986298133711316
224,Ads - VigLink,link_internal_broken,0.379045594141271
225,Ads - VigLink,link_pdf,0.22549019607843138
226,Ads - VigLink,link_powerpoint,0.003307347035199622
227,Ads - VigLink,link_redundant,15.5033073470352
228,Ads - VigLink,link_suspicious,2.1680841011103236
229,Ads - VigLink,link_word,0.008268367587999054
230,Ads - VigLink,noscript,1.8654618473895583
231,Ads - VigLink,plugin,0.033191589888967636
232,Ads - VigLink,tabindex,0.8979447200566973
233,Ads - VigLink,table_caption_possible,0.007914008977084809
234,Ads - VigLink,text_small,2.9202693125442947
235,Ads - VigLink,title_redundant,17.20304748405386
236,Ads - VigLink,underline,0.8772738010866997
237,Ads - VigLink,text_justified,8.192180486652493
238,Ads - Yandex.Direct,accesskey,0.14671744649981863
239,Ads - Yandex.Direct,alt_duplicate,1.0418933623503808
240,Ads - Yandex.Direct,alt_long,0.44504896626768226
241,Ads - Yandex.Direct,alt_redundant,2.8280739934711643
242,Ads - Yandex.Direct,alt_suspicious,0.48277112803772215
243,Ads - Yandex.Direct,applet,0.0
244,Ads - Yandex.Direct,audio_video,0.01378309756982227
245,Ads - Yandex.Direct,event_handler,4.90025389916576
246,Ads - Yandex.Direct,fieldset_missing,0.18661588683351468
247,Ads - Yandex.Direct,flash,0.18171926006528835
248,Ads - Yandex.Direct,h1_missing,0.2771128037722162
249,Ads - Yandex.Direct,heading_missing,0.21091766412767501
250,Ads - Yandex.Direct,heading_possible,0.22216177003989845
251,Ads - Yandex.Direct,heading_skipped,0.5747188973521944
252,Ads - Yandex.Direct,javascript_jumpmenu,0.14508523757707653
253,Ads - Yandex.Direct,label_orphaned,0.9907508161044614
254,Ads - Yandex.Direct,label_title,0.20583968081247733
255,Ads - Yandex.Direct,legend_missing,0.12187159956474429
256,Ads - Yandex.Direct,link_document,0.001088139281828074
257,Ads - Yandex.Direct,link_excel,0.007798331519767864
258,Ads - Yandex.Direct,link_internal_broken,0.5344577439245557
259,Ads - Yandex.Direct,link_pdf,0.30087051142546245
260,Ads - Yandex.Direct,link_powerpoint,0.003989844033369605
261,Ads - Yandex.Direct,link_redundant,21.292165397170837
262,Ads - Yandex.Direct,link_suspicious,0.36507072905331883
263,Ads - Yandex.Direct,link_word,0.03917301414581066
264,Ads - Yandex.Direct,noscript,1.4844033369604643
265,Ads - Yandex.Direct,plugin,0.05096118969894813
266,Ads - Yandex.Direct,tabindex,0.4319912948857454
267,Ads - Yandex.Direct,table_caption_possible,0.021581429089590133
268,Ads - Yandex.Direct,text_small,2.719441421835328
269,Ads - Yandex.Direct,title_redundant,16.423648893725062
270,Ads - Yandex.Direct,underline,1.1964091403699673
271,Ads - Yandex.Direct,text_justified,6.445048966267683
272,ReCAPTCHA,accesskey,0.07234191627255211
273,ReCAPTCHA,alt_duplicate,1.608473949514412
274,ReCAPTCHA,alt_long,0.5080477219205543
275,ReCAPTCHA,alt_redundant,2.167493820673011
276,ReCAPTCHA,alt_suspicious,0.7517564858605321
277,ReCAPTCHA,applet,0.0
278,ReCAPTCHA,audio_video,0.13431034818318055
279,ReCAPTCHA,event_handler,1.9951733130923883
280,ReCAPTCHA,fieldset_missing,0.15667270002530118
281,ReCAPTCHA,flash,0.0391000564410969
282,ReCAPTCHA,h1_missing,0.2794807419084876
283,ReCAPTCHA,heading_missing,0.06171542009692299
284,ReCAPTCHA,heading_possible,0.8928203032249274
285,ReCAPTCHA,heading_skipped,1.4185788521048637
286,ReCAPTCHA,javascript_jumpmenu,0.08133356688269983
287,ReCAPTCHA,label_orphaned,1.3428504700181
288,ReCAPTCHA,label_title,0.24911932426383293
289,ReCAPTCHA,legend_missing,0.18477647379381484
290,ReCAPTCHA,link_document,0.00027247426091356726
291,ReCAPTCHA,link_excel,0.004320663280200853
292,ReCAPTCHA,link_internal_broken,0.7679103170432651
293,ReCAPTCHA,link_pdf,0.4204277845896343
294,ReCAPTCHA,link_powerpoint,0.0009731223604055974
295,ReCAPTCHA,link_redundant,17.327942235456685
296,ReCAPTCHA,link_suspicious,1.9983456919873104
297,ReCAPTCHA,link_word,0.01049025904517234
298,ReCAPTCHA,noscript,2.345925536676982
299,ReCAPTCHA,plugin,0.0325801366263794
300,ReCAPTCHA,tabindex,0.7552402639107841
301,ReCAPTCHA,table_caption_possible,0.015764582238570676
302,ReCAPTCHA,text_small,1.721862166948872
303,ReCAPTCHA,title_redundant,15.28253634612016
304,ReCAPTCHA,underline,0.5433136762616532
305,ReCAPTCHA,text_justified,2.368073801599813
306,CMS - Blogger,accesskey,0.0011107745127739068
307,CMS - Blogger,alt_duplicate,0.8621629809148743
308,CMS - Blogger,alt_long,0.12122589114409775
309,CMS - Blogger,alt_redundant,1.4480965364031102
310,CMS - Blogger,alt_suspicious,0.3243461577299808
311,CMS - Blogger,applet,0.00020195900232252852
312,CMS - Blogger,audio_video,0.055134807634050285
313,CMS - Blogger,event_handler,1.6319802080177723
314,CMS - Blogger,fieldset_missing,0.01019892961728769
315,CMS - Blogger,flash,0.17792588104614762
316,CMS - Blogger,h1_missing,0.3713016257699687
317,CMS - Blogger,heading_missing,0.007674442088256084
318,CMS - Blogger,heading_possible,0.08007674442088256
319,CMS - Blogger,heading_skipped,0.2604261334949005
320,CMS - Blogger,javascript_jumpmenu,0.032313440371604565
321,CMS - Blogger,label_orphaned,0.028021811572250834
322,CMS - Blogger,label_title,0.3675653842270019
323,CMS - Blogger,legend_missing,0.02327577501767141
324,CMS - Blogger,link_document,0.00010097950116126426
325,CMS - Blogger,link_excel,0.0037867312935474097
326,CMS - Blogger,link_internal_broken,0.3342421488437847
327,CMS - Blogger,link_pdf,0.1701504594567303
328,CMS - Blogger,link_powerpoint,0.00040391800464505703
329,CMS - Blogger,link_redundant,13.798949813187923
330,CMS - Blogger,link_suspicious,1.5996667676461678
331,CMS - Blogger,link_word,0.00545289306270827
332,CMS - Blogger,noscript,1.3116732303342422
333,CMS - Blogger,plugin,0.06447541149146724
334,CMS - Blogger,tabindex,0.2188730687670403
335,CMS - Blogger,table_caption_possible,0.0004544077552256892
336,CMS - Blogger,text_small,5.367514894476422
337,CMS - Blogger,title_redundant,22.38498434817732
338,CMS - Blogger,underline,1.4959608199535495
339,CMS - Blogger,text_justified,16.089063920024234
340,CMS - Elementor,accesskey,0.04837344297980409
341,CMS - Elementor,alt_duplicate,0.7940500665134841
342,CMS - Elementor,alt_long,0.3334139557382997
343,CMS - Elementor,alt_redundant,0.9333655822953199
344,CMS - Elementor,alt_suspicious,0.5390010884024671
345,CMS - Elementor,applet,0.0
346,CMS - Elementor,audio_video,0.057201596323618334
347,CMS - Elementor,event_handler,1.8141250453501028
348,CMS - Elementor,fieldset_missing,0.053331720885234
349,CMS - Elementor,flash,0.07618817269319143
350,CMS - Elementor,h1_missing,0.34780505502479137
351,CMS - Elementor,heading_missing,0.09795622203410327
352,CMS - Elementor,heading_possible,0.5989841576974241
353,CMS - Elementor,heading_skipped,1.0794533800943282
354,CMS - Elementor,javascript_jumpmenu,0.06554601523763454
355,CMS - Elementor,label_orphaned,0.42919337283831177
356,CMS - Elementor,label_title,0.18394001693070505
357,CMS - Elementor,legend_missing,0.054541056959729106
358,CMS - Elementor,link_document,0.00024186721489902045
359,CMS - Elementor,link_excel,0.005079211512879429
360,CMS - Elementor,link_internal_broken,0.3420002418672149
361,CMS - Elementor,link_pdf,0.2970129398959971
362,CMS - Elementor,link_powerpoint,0.0009674688595960818
363,CMS - Elementor,link_redundant,10.057927197968315
364,CMS - Elementor,link_suspicious,1.0223727173781594
365,CMS - Elementor,link_word,0.010400290240657879
366,CMS - Elementor,noscript,1.7495464989720644
367,CMS - Elementor,plugin,0.018260974724876044
368,CMS - Elementor,tabindex,0.3955738299673479
369,CMS - Elementor,table_caption_possible,0.005200145120328939
370,CMS - Elementor,text_small,0.9960091909541662
371,CMS - Elementor,title_redundant,6.897448300882815
372,CMS - Elementor,underline,0.38747127826823075
373,CMS - Elementor,text_justified,2.5500060466803727
374,CMS - 1C-Bitrix,accesskey,0.010244735344336939
375,CMS - 1C-Bitrix,alt_duplicate,1.7901252134319863
376,CMS - 1C-Bitrix,alt_long,0.4749573136027319
377,CMS - 1C-Bitrix,alt_redundant,2.3414911781445644
378,CMS - 1C-Bitrix,alt_suspicious,0.9243027888446215
379,CMS - 1C-Bitrix,applet,0.0
380,CMS - 1C-Bitrix,audio_video,0.028173022196926578
381,CMS - 1C-Bitrix,event_handler,3.8079112122936825
382,CMS - 1C-Bitrix,fieldset_missing,0.28628343767785996
383,CMS - 1C-Bitrix,flash,0.07555492316448492
384,CMS - 1C-Bitrix,h1_missing,0.34462151394422313
385,CMS - 1C-Bitrix,heading_missing,0.15110984632896984
386,CMS - 1C-Bitrix,heading_possible,0.8252703471826978
387,CMS - 1C-Bitrix,heading_skipped,0.45944792259533296
388,CMS - 1C-Bitrix,javascript_jumpmenu,0.0964712578258395
389,CMS - 1C-Bitrix,label_orphaned,1.4415196357427433
390,CMS - 1C-Bitrix,label_title,0.1893853158793398
391,CMS - 1C-Bitrix,legend_missing,0.22168468981217984
392,CMS - 1C-Bitrix,link_document,0.003130335799658509
393,CMS - 1C-Bitrix,link_excel,0.04254410927717701
394,CMS - 1C-Bitrix,link_internal_broken,0.6745873648264087
395,CMS - 1C-Bitrix,link_pdf,0.6124075128059192
396,CMS - 1C-Bitrix,link_powerpoint,0.007256687535571998
397,CMS - 1C-Bitrix,link_redundant,24.708309618668185
398,CMS - 1C-Bitrix,link_suspicious,0.09049516220830962
399,CMS - 1C-Bitrix,link_word,0.08764940239043825
400,CMS - 1C-Bitrix,noscript,1.974245873648264
401,CMS - 1C-Bitrix,plugin,0.04282868525896414
402,CMS - 1C-Bitrix,tabindex,0.4499146272054639
403,CMS - 1C-Bitrix,table_caption_possible,0.013375071143995446
404,CMS - 1C-Bitrix,text_small,1.5980364257256687
405,CMS - 1C-Bitrix,title_redundant,22.248719408081957
406,CMS - 1C-Bitrix,underline,2.452902675014229
407,CMS - 1C-Bitrix,text_justified,6.167615253272624
408,CMS - Drupal,accesskey,0.14032963963125059
409,CMS - Drupal,alt_duplicate,0.9227736909085266
410,CMS - Drupal,alt_long,0.4472793866592172
411,CMS - Drupal,alt_redundant,0.881584256758854
412,CMS - Drupal,alt_suspicious,0.6273085638017196
413,CMS - Drupal,applet,0.0
414,CMS - Drupal,audio_video,0.08157184095353384
415,CMS - Drupal,event_handler,0.6812862774311699
416,CMS - Drupal,fieldset_missing,0.08709687432101065
417,CMS - Drupal,flash,0.02591799360586026
418,CMS - Drupal,h1_missing,0.33640624515007606
419,CMS - Drupal,heading_missing,0.019244498246267498
420,CMS - Drupal,heading_possible,0.785392805040817
421,CMS - Drupal,heading_skipped,0.9030015209361517
422,CMS - Drupal,javascript_jumpmenu,0.03699909985411429
423,CMS - Drupal,label_orphaned,0.5825806251357979
424,CMS - Drupal,label_title,0.20138436229319925
425,CMS - Drupal,legend_missing,0.14135394357016481
426,CMS - Drupal,link_document,0.0010553434522146692
427,CMS - Drupal,link_excel,0.0030108327901418506
428,CMS - Drupal,link_internal_broken,0.74892137691281
429,CMS - Drupal,link_pdf,0.7111773287394854
430,CMS - Drupal,link_powerpoint,0.0014278176118198466
431,CMS - Drupal,link_redundant,15.840208585529378
432,CMS - Drupal,link_suspicious,1.7799919297265419
433,CMS - Drupal,link_word,0.022845081789117545
434,CMS - Drupal,noscript,1.5906198590806095
435,CMS - Drupal,plugin,0.023465872055126177
436,CMS - Drupal,tabindex,0.5853741813328367
437,CMS - Drupal,table_caption_possible,0.005462954340875935
438,CMS - Drupal,text_small,1.546264394574293
439,CMS - Drupal,title_redundant,12.786448148493031
440,CMS - Drupal,underline,0.3061116801688549
441,CMS - Drupal,text_justified,2.1822019430735327
442,CMS - Joomla,accesskey,0.062497799373261505
443,CMS - Joomla,alt_duplicate,1.24097743037217
444,CMS - Joomla,alt_long,0.25051934791028485
445,CMS - Joomla,alt_redundant,1.7480370409492623
446,CMS - Joomla,alt_suspicious,1.578535967043414
447,CMS - Joomla,applet,3.521002781592197e-05
448,CMS - Joomla,audio_video,0.02496390972148868
449,CMS - Joomla,event_handler,1.7556424069575014
450,CMS - Joomla,fieldset_missing,0.057568395479032426
451,CMS - Joomla,flash,0.09108834195979015
452,CMS - Joomla,h1_missing,0.4143516073377698
453,CMS - Joomla,heading_missing,0.07182845674448082
454,CMS - Joomla,heading_possible,0.44343509031372136
455,CMS - Joomla,heading_skipped,0.7073694588218725
456,CMS - Joomla,javascript_jumpmenu,0.11999577479666208
457,CMS - Joomla,label_orphaned,0.2814337523326643
458,CMS - Joomla,label_title,0.14622724551952396
459,CMS - Joomla,legend_missing,0.11270729903876624
460,CMS - Joomla,link_document,0.00035210027815921977
461,CMS - Joomla,link_excel,0.012886870180627443
462,CMS - Joomla,link_internal_broken,0.48417309249674306
463,CMS - Joomla,link_pdf,0.9090172881236576
464,CMS - Joomla,link_powerpoint,0.002781592197457836
465,CMS - Joomla,link_redundant,11.39491567198338
466,CMS - Joomla,link_suspicious,1.21386570895391
467,CMS - Joomla,link_word,0.028203232280553502
468,CMS - Joomla,noscript,0.7963099890848914
469,CMS - Joomla,plugin,0.027393401640787296
470,CMS - Joomla,tabindex,0.20150698919052146
471,CMS - Joomla,table_caption_possible,0.006725115312841097
472,CMS - Joomla,text_small,1.4483644942079503
473,CMS - Joomla,title_redundant,10.732720678849336
474,CMS - Joomla,underline,0.753600225344178
475,CMS - Joomla,text_justified,4.996478997218408
476,CMS - Rocket,accesskey,0.01073458219322248
477,CMS - Rocket,alt_duplicate,1.0132603662386865
478,CMS - Rocket,alt_long,0.9205430435697748
479,CMS - Rocket,alt_redundant,1.8328772889917913
480,CMS - Rocket,alt_suspicious,0.48095137865712484
481,CMS - Rocket,applet,0.0
482,CMS - Rocket,audio_video,0.028941275520942958
483,CMS - Rocket,event_handler,0.7484740054725321
484,CMS - Rocket,fieldset_missing,0.096821721742791
485,CMS - Rocket,flash,0.004946327089033887
486,CMS - Rocket,h1_missing,0.2640496737528941
487,CMS - Rocket,heading_missing,0.013260366238686592
488,CMS - Rocket,heading_possible,0.8392969901073458
489,CMS - Rocket,heading_skipped,1.6259734792675227
490,CMS - Rocket,javascript_jumpmenu,0.04862134287518417
491,CMS - Rocket,label_orphaned,0.7416333403494001
492,CMS - Rocket,label_title,0.2503683435066302
493,CMS - Rocket,legend_missing,0.09124394864239108
494,CMS - Rocket,link_document,0.0
495,CMS - Rocket,link_excel,0.0004209640075773521
496,CMS - Rocket,link_internal_broken,0.5671437592085876
497,CMS - Rocket,link_pdf,0.2778362450010524
498,CMS - Rocket,link_powerpoint,0.00021048200378867606
499,CMS - Rocket,link_redundant,19.260366238686593
500,CMS - Rocket,link_suspicious,2.4320143127762575
501,CMS - Rocket,link_word,0.0034729530625131552
502,CMS - Rocket,noscript,11.697011155546202
503,CMS - Rocket,plugin,0.019574826352346874
504,CMS - Rocket,tabindex,0.6181856451273416
505,CMS - Rocket,table_caption_possible,0.005683014102294254
506,CMS - Rocket,text_small,1.193011997474216
507,CMS - Rocket,title_redundant,13.075773521363923
508,CMS - Rocket,underline,0.34003367712060617
509,CMS - Rocket,text_justified,2.1548095137865713
510,CMS - Squarespace,accesskey,0.027401355121562377
511,CMS - Squarespace,alt_duplicate,0.4048425667596652
512,CMS - Squarespace,alt_long,1.0046831406935033
513,CMS - Squarespace,alt_redundant,2.549023515344759
514,CMS - Squarespace,alt_suspicious,7.799222797927461
515,CMS - Squarespace,applet,0.0
516,CMS - Squarespace,audio_video,0.059884416102032684
517,CMS - Squarespace,event_handler,1.4044440015942607
518,CMS - Squarespace,fieldset_missing,0.08070944599442009
519,CMS - Squarespace,flash,0.06536468712634516
520,CMS - Squarespace,h1_missing,0.09944200876843363
521,CMS - Squarespace,heading_missing,0.09744918294141092
522,CMS - Squarespace,heading_possible,0.9776803507373456
523,CMS - Squarespace,heading_skipped,0.45815065763252294
524,CMS - Squarespace,javascript_jumpmenu,0.04463929852530889
525,CMS - Squarespace,label_orphaned,0.2854722997210044
